epoch,lr,loss_total,loss_data,loss_data_cyl,loss_data_bc,loss_data_boi_c,loss_data_boi_t,loss_data_free,loss_cont,loss_mom_u,loss_mom_v,loss_mom_w,loss_phys_sum,loss_val,gnorm,elapsed_s
1,9.999999747378752e-05,583.7014770507812,1.5706183910369873,0.9127525091171265,0.04945788532495499,0.5469563007354736,0.08274000138044357,0.06211284548044205,391.7019958496094,1.919615626335144,76.67113494873047,3.465505599975586,473.7582520246506,0.07585499435663223,12079.3095703125,68.15660047531128
2,9.999999747378752e-05,540.5789184570312,1.4126092195510864,0.8475574254989624,0.049933310598134995,0.502765417098999,0.061688970774412155,0.04934219270944595,366.8753967285156,0.7877421379089355,72.95989227294922,1.07309091091156,441.69612205028534,0.07585499435663223,10814.2333984375,88.99245071411133
3,9.999999747378752e-05,530.9612426757812,1.4041578769683838,0.8341823816299438,0.05287013202905655,0.4955839514732361,0.06253306567668915,0.0515742190182209,359.65411376953125,0.5862247347831726,71.79608917236328,0.6339812278747559,432.67040890455246,0.07585499435663223,8865.77734375,109.98783087730408
4,9.999999747378752e-05,518.4924926757812,1.398829698562622,0.8261276483535767,0.05590154230594635,0.4913175702095032,0.062395576387643814,0.0528145357966423,349.56317138671875,0.178910031914711,70.51932525634766,0.31299707293510437,420.5744037479162,0.07585499435663223,5474.58642578125,130.97356581687927
5,9.999999747378752e-05,521.292236328125,1.3965929746627808,0.820910632610321,0.05716283246874809,0.4885672330856323,0.06316050887107849,0.05384831875562668,352.00128173828125,0.422963947057724,70.78669738769531,0.3196980059146881,423.530641078949,0.07585499435663223,6004.66015625,151.87644720077515
6,9.999999747378752e-05,521.791259765625,1.3949410915374756,0.817671000957489,0.05732744559645653,0.4872865378856659,0.06374187022447586,0.054256681352853775,352.5180969238281,0.4683193862438202,70.73230743408203,0.4266628921031952,424.1453866362572,0.07585499435663223,5974.61669921875,172.8686547279358
7,9.999999747378752e-05,521.4906005859375,1.3943426609039307,0.8168811798095703,0.05738278850913048,0.4867453873157501,0.06397545337677002,0.05437229573726654,352.56475830078125,0.3868338465690613,70.37347412109375,0.5615667104721069,423.88663297891617,0.07585499435663223,5968.85986328125,193.7958745956421
8,9.999999747378752e-05,522.126708984375,1.3940894603729248,0.8162522315979004,0.0575752817094326,0.48637187480926514,0.06408573687076569,0.05451064556837082,352.8837890625,0.36359286308288574,70.96420288085938,0.3289231061935425,424.5405079126358,0.07585499435663223,4845.68798828125,214.9865698814392
9,9.999999747378752e-05,523.2960205078125,1.3931794166564941,0.8158002495765686,0.05725184082984924,0.48631787300109863,0.06412051618099213,0.05435202643275261,354.12127685546875,0.4216053783893585,70.83322143554688,0.39737778902053833,425.7734814584255,0.07585499435663223,4644.32080078125,235.88228631019592
10,9.999999747378752e-05,518.523681640625,1.392842411994934,0.8157956004142761,0.05736803635954857,0.4861954152584076,0.06407619267702103,0.05429698899388313,350.1865234375,0.20709176361560822,70.42089080810547,0.2102915197610855,421.02479752898216,0.07585499435663223,3755.1611328125,256.8146996498108
11,9.999999747378752e-05,518.705810546875,1.3920625448226929,0.8156190514564514,0.056759223341941833,0.4861462712287903,0.06430841982364655,0.05411506071686745,350.133056640625,0.1352488100528717,70.81316375732422,0.17993886768817902,421.26140807569027,0.07585499435663223,3704.4013671875,277.73585510253906
12,9.999999747378752e-05,517.8209228515625,1.3916436433792114,0.8153781890869141,0.05726247653365135,0.48587024211883545,0.0640859380364418,0.0541440024971962,349.4433288574219,0.13250942528247833,70.6762466430664,0.15371456742286682,420.4057994931936,0.07585499435663223,3297.8466796875,298.9372818470001
13,9.999999747378752e-05,514.4803466796875,1.3921141624450684,0.8155074119567871,0.05778772756457329,0.48599308729171753,0.06384383141994476,0.05421110615134239,346.8582763671875,0.08053677529096603,70.00289916992188,0.09068509191274643,417.0323974043131,0.07585499435663223,2229.194580078125,319.8910632133484
14,9.999999747378752e-05,514.91064453125,1.3918675184249878,0.8154899477958679,0.0579359345138073,0.4858383238315582,0.06381925195455551,0.054192546755075455,347.15753173828125,0.052604421973228455,70.21743774414062,0.05245799571275711,417.48003190010786,0.07585499435663223,2158.867431640625,340.94461488723755
15,9.999999747378752e-05,515.8671264648438,1.3906534910202026,0.8156308531761169,0.057612158358097076,0.48579052090644836,0.0637676864862442,0.05385968089103699,348.1707763671875,0.1297333985567093,70.11603546142578,0.1049346923828125,418.5214799195528,0.07585499435663223,2217.562255859375,362.10323429107666
16,9.999999747378752e-05,514.9562377929688,1.3907268047332764,0.8152918219566345,0.05784562602639198,0.4855322539806366,0.06402653455734253,0.05394434928894043,347.36004638671875,0.05486774072051048,70.12675476074219,0.06377377361059189,417.60544266179204,0.07585499435663223,1611.05029296875,383.016238451004
17,9.999999747378752e-05,513.77783203125,1.3888763189315796,0.8155743479728699,0.056568693369627,0.4856993854045868,0.06422772258520126,0.05334261804819107,346.4789733886719,0.040211502462625504,69.99032592773438,0.04699856415390968,416.5565093830228,0.07585499435663223,1961.04833984375,403.9514515399933
18,9.999999747378752e-05,515.2030639648438,1.386888027191162,0.8140150308609009,0.056729186326265335,0.48494628071784973,0.0643487200140953,0.05324915051460266,347.8114929199219,0.0652436763048172,70.1690902709961,0.07503583282232285,418.1208627000451,0.07585499435663223,2199.17041015625,424.886168718338
19,9.999999747378752e-05,513.4114379882812,1.3852332830429077,0.8143218755722046,0.05651992931962013,0.4845629632472992,0.0644429624080658,0.05284161493182182,346.20257568359375,0.028401223942637444,70.18433380126953,0.029697701334953308,416.4450084101409,0.07585499435663223,1913.9066162109375,446.0699145793915
20,9.999999747378752e-05,512.8028564453125,1.3811378479003906,0.8134188652038574,0.055499352514743805,0.4840172827243805,0.06465461105108261,0.05199936404824257,346.1401672363281,0.07713155448436737,69.80781555175781,0.09821963310241699,416.1233339756727,0.07585499435663223,1913.28125,467.09769678115845
21,9.999999747378752e-05,511.85089111328125,1.3730741739273071,0.8104733228683472,0.05446890369057655,0.4818015992641449,0.06536797434091568,0.050844158977270126,345.8569030761719,0.01752139814198017,69.8322982788086,0.02906951867043972,415.7357922717929,0.07585499435663223,1732.2159423828125,488.0020749568939
22,9.999999747378752e-05,513.6875610351562,1.3583526611328125,0.8071390390396118,0.050774287432432175,0.4788912832736969,0.06652248650789261,0.04817890003323555,347.9842529296875,0.029519760981202126,70.55663299560547,0.03242231905460358,418.6028280053288,0.07585499435663223,2850.605224609375,508.94507575035095
23,9.999999747378752e-05,510.8994140625,1.3477129936218262,0.8031185865402222,0.0494430810213089,0.4760757088661194,0.06768588721752167,0.046544093638658524,346.8062438964844,0.022467758506536484,69.7054672241211,0.025465941056609154,416.5596448201686,0.07585499435663223,3466.95068359375,529.8898088932037
24,9.999999747378752e-05,508.8127746582031,1.3369969129562378,0.7985504269599915,0.04826531931757927,0.4726434051990509,0.06899884343147278,0.04520835354924202,345.4595031738281,0.023838872089982033,69.7195053100586,0.020138824358582497,415.2229861803353,0.07585499435663223,3146.145263671875,550.9191110134125
25,9.999999747378752e-05,503.42413330078125,1.3201221227645874,0.7919127941131592,0.04597479850053787,0.46830764412879944,0.07009933143854141,0.04287263751029968,341.50213623046875,0.0247700996696949,69.46710205078125,0.021494261920452118,411.01550264284015,0.07585499435663223,3447.897705078125,572.4349434375763
26,9.999999747378752e-05,504.03936767578125,1.3068385124206543,0.7877364158630371,0.04454338923096657,0.4647291302680969,0.07040202617645264,0.041067615151405334,342.5592956542969,0.03387495502829552,69.94818115234375,0.019275806844234467,412.56062756851315,0.07585499435663223,4087.681884765625,593.5125651359558
27,9.999999747378752e-05,500.0754699707031,1.2947496175765991,0.7834031581878662,0.04544694349169731,0.4610147774219513,0.06957969814538956,0.03974064439535141,340.1690673828125,0.04609507694840431,69.21190643310547,0.015974493697285652,409.44304338656366,0.07585499435663223,5204.1552734375,614.7013621330261
28,9.999999747378752e-05,497.2826232910156,1.285449504852295,0.7805328965187073,0.045322027057409286,0.4590809941291809,0.0677933543920517,0.038702428340911865,338.0914306640625,0.042442046105861664,69.15185546875,0.015426460653543472,407.3011546395719,0.07585499435663223,6869.0263671875,635.6326494216919
29,9.999999747378752e-05,496.53240966796875,1.278863549232483,0.7786863446235657,0.04578964784741402,0.45767050981521606,0.06567218899726868,0.038149137049913406,337.2074890136719,0.040742602199316025,69.75052642822266,0.013098262250423431,407.01185630634427,0.07585499435663223,8690.6064453125,656.8378086090088
30,9.999999747378752e-05,517.7359008789062,1.277578592300415,0.777169406414032,0.048176493495702744,0.45669376850128174,0.06349173933267593,0.03879111632704735,354.9560546875,0.060476627200841904,73.26824188232422,0.02058453857898712,428.30535773560405,0.07585499435663223,14668.90625,677.7517719268799
31,9.999999747378752e-05,554.6983032226562,1.2837704420089722,0.7749758362770081,0.05083918571472168,0.45517367124557495,0.06549759954214096,0.04086814448237419,393.8222961425781,0.15226079523563385,70.83757019042969,0.022268105298280716,464.8343952335417,0.07585499435663223,21719.634765625,698.9781939983368
32,9.999999747378752e-05,523.5021362304688,1.2804489135742188,0.7736404538154602,0.051651712507009506,0.4539952576160431,0.0656672865152359,0.040380898863077164,364.2338562011719,0.08561629056930542,69.53033447265625,0.020811105147004128,433.87061806954443,0.07585499435663223,16227.4326171875,719.9000420570374
33,9.999999747378752e-05,473.7503662109375,1.2746071815490723,0.7736213803291321,0.052748728543519974,0.45385873317718506,0.061874836683273315,0.039586324244737625,317.25347900390625,0.032771624624729156,67.22372436523438,0.017888084053993225,384.52786307781935,0.07585499435663223,9052.6708984375,740.8401174545288
34,9.999999747378752e-05,464.22991943359375,1.2753506898880005,0.7736135125160217,0.055060628801584244,0.45421817898750305,0.05872952938079834,0.04031895101070404,307.97039794921875,0.0313238687813282,66.93305206298828,0.02065262384712696,374.9554265048355,0.07585499435663223,11947.076171875,761.7360301017761
35,9.999999747378752e-05,454.136474609375,1.279232144355774,0.7732703685760498,0.058229632675647736,0.4544748067855835,0.05701015517115593,0.04158654063940048,299.111328125,0.033866897225379944,65.41879272460938,0.026300955563783646,364.59028870239854,0.07585499435663223,14414.537109375,782.9245867729187
36,9.999999747378752e-05,445.0301818847656,1.2840265035629272,0.7732840180397034,0.061216648668050766,0.4547717273235321,0.055639900267124176,0.042992912232875824,290.6474304199219,0.03562143072485924,64.43363189697266,0.031638842076063156,355.14832258969545,0.07585499435663223,17281.8828125,803.8744711875916
37,9.999999747378752e-05,436.07049560546875,1.2887462377548218,0.7732023596763611,0.06400540471076965,0.45509353280067444,0.054610300809144974,0.044297102838754654,281.7883605957031,0.0374312587082386,63.99848556518555,0.03411156311631203,345.8583889827132,0.07585499435663223,20978.3203125,824.7941930294037
38,9.999999747378752e-05,427.641357421875,1.2943538427352905,0.7740606069564819,0.06654804199934006,0.4557448625564575,0.053792670369148254,0.0455465205013752,273.4541320800781,0.03859333693981171,63.50784683227539,0.036126069724559784,337.0366983190179,0.07585499435663223,24657.3828125,845.7536225318909
39,9.999999747378752e-05,416.0682067871094,1.2990831136703491,0.774157702922821,0.06872018426656723,0.45612698793411255,0.05330635979771614,0.046715836971998215,263.0358581542969,0.03973580524325371,62.01967239379883,0.037286415696144104,325.1325527690351,0.07585499435663223,28959.216796875,866.7017848491669
40,9.999999747378752e-05,406.4759826660156,1.3030593395233154,0.7745628952980042,0.07046397030353546,0.4564758539199829,0.05285913124680519,0.04765775054693222,253.5924835205078,0.04141710326075554,61.58930587768555,0.03878501057624817,315.26199151203036,0.07585499435663223,34292.1015625,887.6282358169556
41,9.999999747378752e-05,398.583740234375,1.3067679405212402,0.7749492526054382,0.07206118106842041,0.45669621229171753,0.05269473418593407,0.048507917672395706,246.42425537109375,0.04332704842090607,60.60251998901367,0.039877984672784805,307.1099803932011,0.07585499435663223,39487.265625,908.8125970363617
42,9.999999747378752e-05,388.711669921875,1.3092094659805298,0.7746263146400452,0.07322859019041061,0.45668134093284607,0.05260266363620758,0.049219150096178055,237.5092315673828,0.044911161065101624,59.472267150878906,0.0406215526163578,297.0670314319432,0.07585499435663223,45738.6484375,929.755720615387
43,9.999999747378752e-05,379.49200439453125,1.3114516735076904,0.7748721837997437,0.07413435727357864,0.4567399322986603,0.052544914186000824,0.04976458474993706,229.0032958984375,0.046876758337020874,58.59968185424805,0.04056081175804138,287.6904153227806,0.07585499435663223,51770.3984375,950.7546436786652
44,9.999999747378752e-05,369.8656005859375,1.3130759000778198,0.7749473452568054,0.07463856786489487,0.4568401277065277,0.052609171718358994,0.05013782158493996,220.1598663330078,0.04900237172842026,57.698944091796875,0.04259328916668892,277.9504060856998,0.07585499435663223,59528.62890625,971.824954032898
45,9.999999747378752e-05,361.5364074707031,1.3128676414489746,0.7747723460197449,0.07434488087892532,0.45652276277542114,0.05277591571211815,0.050249673426151276,212.04232788085938,0.050645969808101654,57.500064849853516,0.04265453293919563,269.6356932334602,0.07585499435663223,66718.3828125,992.7780730724335
46,9.999999747378752e-05,352.7025451660156,1.3129998445510864,0.7743654847145081,0.07430077344179153,0.4564642608165741,0.05301269516348839,0.05031900852918625,204.2261199951172,0.0526292659342289,56.46989822387695,0.04392889887094498,260.7925763837993,0.07585499435663223,72362.328125,1013.7827937602997
47,9.999999747378752e-05,346.81170654296875,1.3129870891571045,0.7742555141448975,0.0739954262971878,0.45648428797721863,0.05324694514274597,0.05029606446623802,198.93304443359375,0.054443713277578354,55.87071228027344,0.044402994215488434,254.90260342136025,0.07585499435663223,81097.78125,1034.729502439499
48,9.999999747378752e-05,337.00738525390625,1.3122413158416748,0.7742039561271667,0.07319575548171997,0.45638570189476013,0.05359342694282532,0.050123151391744614,189.92355346679688,0.05578622221946716,55.1256217956543,0.0455612987279892,245.15052278339863,0.07585499435663223,85058.6015625,1055.652773141861
49,9.999999747378752e-05,329.7477722167969,1.3111475706100464,0.7732848525047302,0.07251788675785065,0.4563676118850708,0.053942322731018066,0.04991748929023743,183.65248107910156,0.05699416995048523,54.21195983886719,0.04604620113968849,237.96748128905892,0.07585499435663223,90623.7421875,1076.862431049347
50,9.999999747378752e-05,323.0486145019531,1.3098407983779907,0.7731636166572571,0.07151796668767929,0.45623886585235596,0.054406631737947464,0.04957837983965874,177.77227783203125,0.059150274842977524,53.48100662231445,0.04735879972577095,231.35979352891445,0.07253377884626389,99959.0,1098.0532052516937
51,9.999999747378752e-05,315.0899353027344,1.3079109191894531,0.772688090801239,0.07012932747602463,0.45617589354515076,0.05484475940465927,0.049131184816360474,170.5712127685547,0.06174522265791893,52.85447692871094,0.04878418147563934,223.53621910139918,0.07253377884626389,106424.40625,1119.2360618114471
52,9.999999747378752e-05,308.602783203125,1.305820345878601,0.772141695022583,0.06883828341960907,0.4561763405799866,0.055268026888370514,0.0485992394387722,164.7744598388672,0.062327370047569275,52.309349060058594,0.04923512414097786,217.19537139311433,0.07253377884626389,112004.890625,1140.2045073509216
53,9.999999747378752e-05,305.00811767578125,1.3037769794464111,0.7721467614173889,0.06754818558692932,0.4561101198196411,0.05572844669222832,0.04801191762089729,162.33758544921875,0.06388754397630692,51.29160690307617,0.05060926452279091,213.74368916079402,0.07253377884626389,120150.7421875,1161.4458646774292
54,9.999999747378752e-05,303.79376220703125,1.3019431829452515,0.7715819478034973,0.06649291515350342,0.4560356140136719,0.056204214692115784,0.0475492998957634,161.4498291015625,0.06582459807395935,51.090240478515625,0.051819201558828354,212.6577133797109,0.07253377884626389,129868.6484375,1182.3726422786713
55,9.999999747378752e-05,291.91387939453125,1.2992973327636719,0.7711772322654724,0.06440585851669312,0.45623406767845154,0.05683089420199394,0.046774595975875854,151.24386596679688,0.06639549881219864,49.60018539428711,0.05269652232527733,200.96314338222146,0.07253377884626389,132812.96875,1203.579036474228
56,9.999999747378752e-05,289.4744873046875,1.296295166015625,0.7705325484275818,0.06304194033145905,0.45604047179222107,0.05733122676610947,0.04603859782218933,149.8207550048828,0.0671282708644867,48.7921257019043,0.05373547971248627,198.73374445736408,0.07253377884626389,139982.5,1224.6824588775635
57,9.999999747378752e-05,288.676513671875,1.293776273727417,0.7703108191490173,0.06211049109697342,0.4559898376464844,0.05755532905459404,0.045341748744249344,150.07850646972656,0.06743139028549194,47.91191101074219,0.05430503189563751,198.11215390264988,0.07253377884626389,145668.46875,1245.9034554958344
58,9.999999747378752e-05,287.654052734375,1.2923258543014526,0.7697538137435913,0.060907792299985886,0.45617392659187317,0.058107875287532806,0.04487551376223564,149.1940460205078,0.06885147839784622,47.87269592285156,0.055664874613285065,197.1912582963705,0.07253377884626389,155539.234375,1266.8125569820404
59,9.999999747378752e-05,282.9559326171875,1.2896614074707031,0.7693173885345459,0.05951418727636337,0.45609402656555176,0.058487728238105774,0.0442056804895401,145.74537658691406,0.06999305635690689,46.807762145996094,0.05651475116610527,192.67964654043317,0.07253377884626389,161971.109375,1288.0360143184662
60,9.999999747378752e-05,276.3677062988281,1.2876951694488525,0.7690280675888062,0.05769793689250946,0.45608311891555786,0.05909555032849312,0.04370401054620743,139.50054931640625,0.07159356772899628,46.5994987487793,0.05743452161550522,186.22907615453005,0.07253377884626389,170428.234375,1309.0106792449951
61,9.999999747378752e-05,264.61126708984375,1.2844253778457642,0.7686280012130737,0.05518225580453873,0.45638135075569153,0.05987994372844696,0.042689427733421326,130.4429168701172,0.07092440873384476,44.129756927490234,0.05781533196568489,174.70141353830695,0.07253377884626389,168022.359375,1330.217910528183
62,9.999999747378752e-05,263.702880859375,1.2814521789550781,0.7685009241104126,0.054322294890880585,0.45645496249198914,0.059921301901340485,0.04181235656142235,130.86512756347656,0.0695495456457138,43.00935363769531,0.05715746060013771,174.00118820741773,0.07253377884626389,170436.21875,1351.1524529457092
63,9.999999747378752e-05,263.9835205078125,1.2792340517044067,0.7677552700042725,0.053551916033029556,0.45637276768684387,0.060114786028862,0.041302185505628586,131.7307586669922,0.07095520198345184,42.579647064208984,0.055767737329006195,174.43712867051363,0.07253377884626389,176451.59375,1372.3845279216766
64,9.999999747378752e-05,263.42626953125,1.2777265310287476,0.7677289843559265,0.052331939339637756,0.45651018619537354,0.06049211323261261,0.040812987834215164,131.46559143066406,0.07137499004602432,42.3896484375,0.05875391885638237,173.98536877706647,0.07253377884626389,186727.859375,1393.452476978302
65,9.999999747378752e-05,262.8591613769531,1.2761561870574951,0.7674003839492798,0.0509907528758049,0.4565901458263397,0.060927752405405045,0.040382590144872665,130.95571899414062,0.06958380341529846,42.44461441040039,0.05827378109097481,173.5281909890473,0.07253377884626389,189716.4375,1414.6554415225983
66,9.999999747378752e-05,249.54229736328125,1.273238182067871,0.7668434381484985,0.04871947690844536,0.45676541328430176,0.061659544706344604,0.03954972326755524,120.35051727294922,0.0688432902097702,39.9394416809082,0.05684105306863785,160.41564329713583,0.07253377884626389,189441.6875,1435.5972454547882
67,9.999999747378752e-05,252.0731201171875,1.2705144882202148,0.766753077507019,0.048698652535676956,0.45665425062179565,0.06121637299656868,0.03886360675096512,123.50399780273438,0.06827627867460251,39.508705139160156,0.05617466941475868,163.1371538899839,0.07253377884626389,193447.578125,1456.5590748786926
68,9.999999747378752e-05,255.92906188964844,1.269716501235962,0.7663890719413757,0.047886189073324203,0.4565812349319458,0.06164109334349632,0.03868868201971054,127.39242553710938,0.06877302378416061,39.5268440246582,0.060878559947013855,167.04892114549875,0.07253377884626389,197476.0,1477.4715287685394
69,9.999999747378752e-05,241.39402770996094,1.267366886138916,0.7657914757728577,0.04597766697406769,0.45667168498039246,0.06222398206591606,0.038083598017692566,115.23396301269531,0.06778845936059952,37.31831741333008,0.05819019302725792,152.67825907841325,0.07253377884626389,194393.703125,1498.4051706790924
70,9.999999747378752e-05,243.75213623046875,1.2651257514953613,0.7656919360160828,0.0459013469517231,0.45660096406936646,0.061733949929475784,0.037564560770988464,117.6811294555664,0.06869684159755707,37.38491439819336,0.05857022851705551,155.19331092387438,0.07253377884626389,200464.4375,1519.3334023952484
71,9.999999747378752e-05,235.06871032714844,1.2632794380187988,0.7653359174728394,0.04453156143426895,0.456755667924881,0.06208021566271782,0.03704405948519707,110.5625991821289,0.06777546554803848,35.951866149902344,0.056934904307127,146.63917570188642,0.07253377884626389,195252.875,1540.2380838394165
72,9.999999747378752e-05,237.02882385253906,1.261601209640503,0.7651622891426086,0.044411830604076385,0.4564996659755707,0.061887770891189575,0.03672575205564499,113.0419692993164,0.06645301729440689,35.55002212524414,0.058228954672813416,148.71667339652777,0.07253377884626389,200226.796875,1561.4244883060455
73,9.999999747378752e-05,233.65234375,1.2600005865097046,0.7650716304779053,0.043479692190885544,0.4564615488052368,0.06197530776262283,0.036352477967739105,110.2900161743164,0.06509952247142792,35.039825439453125,0.0573698915541172,145.45231102779508,0.07253377884626389,202110.3125,1582.3467631340027
74,9.999999747378752e-05,234.22857666015625,1.2584362030029297,0.7647945880889893,0.04333551228046417,0.45627108216285706,0.06178059056401253,0.03606133908033371,111.41214752197266,0.06664346158504486,34.60235595703125,0.05693799629807472,146.13808493688703,0.07253377884626389,205753.34375,1603.276713848114
75,9.999999747378752e-05,226.09249877929688,1.2572340965270996,0.7643638849258423,0.04226599633693695,0.45633235573768616,0.06199496611952782,0.03580854833126068,104.64218139648438,0.06556012481451035,33.32182693481445,0.05654509365558624,138.08611354976892,0.07253377884626389,201603.6875,1624.3057820796967
76,9.999999747378752e-05,221.92454528808594,1.255357027053833,0.7643374800682068,0.04224957898259163,0.45602038502693176,0.061635784804821014,0.03546562045812607,101.7615737915039,0.06491166353225708,32.167381286621094,0.055748239159584045,134.04961498081684,0.07253377884626389,197147.140625,1645.22451710701
77,9.999999747378752e-05,223.25852966308594,1.2547096014022827,0.7636354565620422,0.041615746915340424,0.45590588450431824,0.06183772161602974,0.03546250984072685,103.32067108154297,0.06517294049263,31.987218856811523,0.05583447590470314,135.42889735475183,0.07253377884626389,200774.765625,1666.141935825348
78,9.999999747378752e-05,226.24493408203125,1.254207968711853,0.76360684633255,0.041005950421094894,0.45614203810691833,0.06199730932712555,0.03523040562868118,106.1704330444336,0.06428834050893784,32.15617752075195,0.059528958052396774,138.45042786374688,0.07253377884626389,203700.921875,1687.0458414554596
79,9.999999747378752e-05,216.28347778320312,1.2517799139022827,0.7633364796638489,0.040805134922266006,0.4558887183666229,0.0614374503493309,0.03481282293796539,97.39009094238281,0.0627686008810997,31.15252685546875,0.05359736084938049,128.65898375958204,0.07253377884626389,198064.0,1707.9795455932617
80,9.999999747378752e-05,215.00437927246094,1.250146508216858,0.7632186412811279,0.04062570631504059,0.45562583208084106,0.061195291578769684,0.03453008458018303,97.09688568115234,0.06286223232746124,30.279956817626953,0.05442645400762558,127.49413118511438,0.07253377884626389,201917.953125,1728.8320021629333
81,9.999999747378752e-05,222.67315673828125,1.250575065612793,0.7631385326385498,0.04030466079711914,0.45558053255081177,0.061489563435316086,0.03466440364718437,104.39070129394531,0.062067728489637375,30.620677947998047,0.05951191484928131,135.13295888528228,0.07253377884626389,209846.921875,1749.9951839447021
82,9.999999747378752e-05,210.85052490234375,1.2479584217071533,0.7628800868988037,0.04004381224513054,0.4551892578601837,0.06095964461565018,0.03425099700689316,93.61003112792969,0.0614454559981823,29.768508911132812,0.053433552384376526,123.49341904744506,0.07253377884626389,200702.484375,1770.9917516708374
83,9.999999747378752e-05,208.9998779296875,1.246443748474121,0.7624300122261047,0.04004870355129242,0.45498794317245483,0.06060530245304108,0.03403886780142784,92.67544555664062,0.06104792281985283,28.959545135498047,0.05280478298664093,121.74884339794517,0.07253377884626389,204179.40625,1792.0991685390472
84,9.999999747378752e-05,207.01821899414062,1.2454675436019897,0.7620737552642822,0.039945587515830994,0.45482978224754333,0.06042715907096863,0.033928681164979935,91.52699279785156,0.06162260100245476,28.193248748779297,0.05367103964090347,119.83553518727422,0.07253377884626389,206644.203125,1813.013258934021
85,9.999999747378752e-05,203.62396240234375,1.2449017763137817,0.7622312307357788,0.03980749472975731,0.4548068940639496,0.060189999639987946,0.03382742777466774,88.97952270507812,0.06181464344263077,27.383838653564453,0.05566801503300667,116.48084401711822,0.07253377884626389,206301.4375,1834.018660068512
86,9.999999747378752e-05,206.31886291503906,1.244062900543213,0.7624108791351318,0.03955869376659393,0.4547213315963745,0.06001186743378639,0.033661555498838425,91.45465850830078,0.06257431209087372,27.660869598388672,0.05633110925555229,119.23443352803588,0.07253377884626389,215068.875,1855.1947555541992
87,9.999999747378752e-05,200.80853271484375,1.2435420751571655,0.7618732452392578,0.039356529712677,0.45467808842658997,0.0599304661154747,0.03365984559059143,86.8781509399414,0.061627354472875595,26.76711654663086,0.05372021347284317,113.76061505451798,0.07253377884626389,205514.296875,1876.1113126277924
