var,unit,MAE,RMSE,bias,median_abs_err,R2,corr,NRMSE_pct,accuracy_10pct,accuracy_20pct,rel_mae_pct
u,m/s,0.28923335671424866,0.6725451946258545,0.01576344482600689,0.07370637357234955,0.9714332818984985,0.9859520651205437,1.8416172079703275,96.40246591538194,99.24840250344835,1.7013726865544039
v,m/s,0.43303459882736206,0.8909084796905518,0.031319763511419296,0.1693744659423828,0.9859554767608643,0.9929837571413525,2.0879278006321544,94.5497452450433,98.52823885974871,2.5472623460433064
w,m/s,0.25197795033454895,0.5987609028816223,-0.009509800001978874,0.07070130854845047,0.9287638664245605,0.9651076203598383,1.7877606612210524,97.13248196072176,99.42386908504031,1.4822232372620527
|V|,m/s,0.4130935072898865,0.7982620000839233,0.0451526865363121,0.1666698455810547,0.9794580936431885,0.9897550424312547,2.776125878038077,94.85986131571786,98.95564542613982,2.4299618075875675
P,Pa,2.893519639968872,6.657245635986328,0.2049160748720169,0.954334020614624,0.9927603006362915,0.9963772000443974,1.2262797695672754,97.17470653917972,99.28968875794057,1.634641417961371
